image_path,mask_path,class,class_id,num_masks,use_phase1,split
D:\Dataset_BUSI_with_GT\malignant\malignant (45).png,D:\Dataset_BUSI_with_GT\malignant\malignant (45)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (235).png,D:\Dataset_BUSI_with_GT\benign\benign (235)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (374).png,D:\Dataset_BUSI_with_GT\benign\benign (374)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (197).png,D:\Dataset_BUSI_with_GT\benign\benign (197)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (127).png,D:\Dataset_BUSI_with_GT\malignant\malignant (127)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (74).png,D:\Dataset_BUSI_with_GT\benign\benign (74)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (51).png,D:\Dataset_BUSI_with_GT\benign\benign (51)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (5).png,D:\Dataset_BUSI_with_GT\benign\benign (5)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (117).png,D:\Dataset_BUSI_with_GT\malignant\malignant (117)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (169).png,D:\Dataset_BUSI_with_GT\malignant\malignant (169)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (284).png,D:\Dataset_BUSI_with_GT\benign\benign (284)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (227).png,D:\Dataset_BUSI_with_GT\benign\benign (227)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (20).png,D:\Dataset_BUSI_with_GT\malignant\malignant (20)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (56).png,D:\Dataset_BUSI_with_GT\benign\benign (56)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (126).png,D:\Dataset_BUSI_with_GT\malignant\malignant (126)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (65).png,D:\Dataset_BUSI_with_GT\benign\benign (65)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (301).png,D:\Dataset_BUSI_with_GT\benign\benign (301)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (32).png,D:\Dataset_BUSI_with_GT\malignant\malignant (32)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (188).png,D:\Dataset_BUSI_with_GT\benign\benign (188)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (245).png,D:\Dataset_BUSI_with_GT\benign\benign (245)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (313).png,D:\Dataset_BUSI_with_GT\benign\benign (313)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (167).png,D:\Dataset_BUSI_with_GT\malignant\malignant (167)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (117).png,D:\Dataset_BUSI_with_GT\benign\benign (117)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (57).png,D:\Dataset_BUSI_with_GT\malignant\malignant (57)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (234).png,D:\Dataset_BUSI_with_GT\benign\benign (234)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (279).png,D:\Dataset_BUSI_with_GT\benign\benign (279)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (184).png,D:\Dataset_BUSI_with_GT\benign\benign (184)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (200).png,D:\Dataset_BUSI_with_GT\malignant\malignant (200)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (365).png,D:\Dataset_BUSI_with_GT\benign\benign (365)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (237).png,D:\Dataset_BUSI_with_GT\benign\benign (237)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (93).png,D:\Dataset_BUSI_with_GT\malignant\malignant (93)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (312).png,D:\Dataset_BUSI_with_GT\benign\benign (312)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (264).png,D:\Dataset_BUSI_with_GT\benign\benign (264)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (432).png,D:\Dataset_BUSI_with_GT\benign\benign (432)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (263).png,D:\Dataset_BUSI_with_GT\benign\benign (263)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (395).png,D:\Dataset_BUSI_with_GT\benign\benign (395)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (314).png,D:\Dataset_BUSI_with_GT\benign\benign (314)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (425).png,D:\Dataset_BUSI_with_GT\benign\benign (425)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (415).png,D:\Dataset_BUSI_with_GT\benign\benign (415)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (146).png,D:\Dataset_BUSI_with_GT\malignant\malignant (146)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (86).png,D:\Dataset_BUSI_with_GT\benign\benign (86)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (168).png,D:\Dataset_BUSI_with_GT\benign\benign (168)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (116).png,D:\Dataset_BUSI_with_GT\malignant\malignant (116)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (63).png,D:\Dataset_BUSI_with_GT\malignant\malignant (63)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (105).png,D:\Dataset_BUSI_with_GT\malignant\malignant (105)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (411).png,D:\Dataset_BUSI_with_GT\benign\benign (411)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (369).png,D:\Dataset_BUSI_with_GT\benign\benign (369)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (13).png,D:\Dataset_BUSI_with_GT\benign\benign (13)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (356).png,D:\Dataset_BUSI_with_GT\benign\benign (356)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (230).png,D:\Dataset_BUSI_with_GT\benign\benign (230)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\benign\benign (398).png,D:\Dataset_BUSI_with_GT\benign\benign (398)_mask.png,benign,0,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (40).png,D:\Dataset_BUSI_with_GT\malignant\malignant (40)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (208).png,D:\Dataset_BUSI_with_GT\malignant\malignant (208)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (100).png,D:\Dataset_BUSI_with_GT\malignant\malignant (100)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (142).png,D:\Dataset_BUSI_with_GT\malignant\malignant (142)_mask.png,malignant,1,1,1,train
D:\Dataset_BUSI_with_GT\malignant\malignant (55).png,D:\Dataset_BUSI_with_GT\malignant\malignant (55)_mask.png,malignant,1,1,1,train
